time,open,high,low,close
1580169600,8876.5089606,9116.9307,8873.850672,9072.32256
1580184000,9071.99328,9083.3614368,8960.97912,9010.228429
1580198400,9009.492346,9081.5904,8931.308386,9059.9348725
1580212800,9054.6718535,9185.5787545,8966.362802,8998.050921
1580227200,8998.9508079,9033.858,8860.183713,8989.7259452
1580241600,8996.646758,9372.17666,8978.073155,9366.4941591
1580256000,9366.749106,9421.0490948,9297.457169,9321.53369
1580270400,9321.53369,9416.2625844,9281.777505,9338.0584571
1580284800,9337.8039008,9445.217,9232.069,9254.217216
1580299200,9254.637824,9405.77,9212.105388,9249.9067
1580313600,9251.709859,9400.8277,9243.115128,9331.2000672
1580328000,9366.83,9409.446,9288.115448,9293.4371559
1580342400,9278.0691752,9278.694786,9142.034469,9248.8245584
1580356800,9248.65663,9359.86,9246.977346,9359.265
1580371200,9302.4455176,9384.3128328,9261.69839,9336.2269
1580385600,9335.9728,9395.7473308,9281.499358,9365.1472819
1580400000,9364.8078143,9510.3094704,9197.352,9501.5729
1580414400,9501.228328,9566.7617295,9459.849025,9482.21832
1580428800,9482.04636,9525.1620906,9384.993223,9449.0587177
1580443200,9449.4015749,9451.189498,9311.9,9326.98614
1580457600,9326.2249605,9373.6853104,9276.7536,9326.0366608
1580472000,9324.4332519,9326.0366608,9173.277564,9291.6766622
1580486400,9308.3641964,9351.2386624,9227.553036,9309.5434102
1580500800,9309.5434102,9388.3962425,9304.62182,9331.3326306
1580515200,9347.7417174,9435.8610803,9344.455866,9434.6704461
1580529600,9405.8568036,9486.3105,9355.657776,9425.0189271
1580544000,9421.1011962,9421.2710238,9310.506315,9312.7728705
1580558400,9340.6409814,9369.479097,9288.634863,9368.296839
1580572800,9338.133534,9397.438749,9331.85649,9334.1393367
1580587200,9335.1490059,9393.4777983,9331.867581,9392.2925121
1580601600,9384.5767854,9384.7459546,9205.53,9207.771
1580616000,9208.767,9374.2610851,9163.395291,9372.5013513
1580630400,9374.3805723,9430.835,9307.256652,9429.645
1580644800,9430.665,9482.427215,9351.531924,9481.230705
1580659200,9402.92775,9477.7007024,9368.78952,9458.8879932
1580673600,9441.7599,9446.8908,9341.152284,9347.1354592
1580688000,9348.1113,9585.37244,9291.7172,9335.8223504
1580702400,9335.8223504,9377.064,9301.07923,9304.187711
1580716800,9352.3308,9385.288128,9238.44,9347.0894302
1580731200,9343.9104264,9365.2170084,9221.500395,9252.8754878
1580745600,9245.6103348,9308.1722022,9230.991536,9293.4440778
1580760000,9292.7720642,9323.8329,9244.388478,9300.354376
1580774400,9300.5225256,9351.3193125,9178.97,9261.5250896
1580788800,9258.266268,9306.94662,9220.675554,9268.82388
1580803200,9268.90776,9313.0680357,9061.29542,9185.0617179
1580817600,9184.3138908,9208.2169899,9087.891264,9204.9647058
1580832000,9200.6830144,9218.157,9138.47058,9169.2153889
1580846400,9163.69877,9181.004406,9098.254656,9172.1206052
1580860800,9171.8714666,9275.448,9133.047998,9167.1692232
1580875200,9167.0861436,9300.6613818,9165.341472,9245.1917278
1580889600,9250.9640265,9405.033055,9215.895,9366.2737251
1580904000,9366.2737251,9484.5218058,9364.82906,9448.414305
1580918400,9453.7194565,9823.7103492,9426.12,9626.2616919
1580932800,9654.3124,9715.97,9589.915062,9614.3055984
1580947200,9629.0466032,9629.659344,9515.74455,9594.62075
1580961600,9594.96975,9672.152868,9592.265,9671.240892
1580976000,9668.5894692,9678.431346,9613.121048,9674.7088485
1580990400,9674.5329495,9840.7327317,9640.00741,9800.565602
1581004800,9800.6548888,9813.9664928,9690.239532,9743.6882416
1581019200,9743.7770078,9779.74555,9649.299726,9734.9066429
1581033600,9754.4422944,9819.4915,9750.178368,9800.317611
1581048000,9793.8622216,9800.5853061,9714.99,9716.4962
1581062400,9754.5737952,9853.3059288,9730.676768,9849.3480048
1581076800,9849.527872,9849.8876064,9694.150965,9754.1028265
1581091200,9754.1028265,9812.8571475,9742.26975,9781.4367504
1581105600,9781.4367504,9794.01249,9722.64051,9791.50733
1581120000,9774.7906892,9849.84066,9668.26284,9689.181865
1581134400,9688.91626,9764.4564,9687.411165,9699.9506626
1581148800,9769.6471972,9841.0833,9754.922688,9809.6960918
1581163200,9797.586208,9850.3442082,9765.3940863,9806.4785852
1581177600,9843.7682,9873.9234,9803.9424,9805.7344
1581192000,9849.24,9961.497,9840.5758812,9898.6262232
1581206400,9904.1987592,10045.9398438,9887.4838065,10043.3702446
1581220800,10037.2291608,10152.407448,10021.0078122,10125.4166629
1581235200,10125.1390996,10148.0397147,10050.0038472,10109.4604567
1581249600,10086.71612,10151.9038998,10017.4845204,10099.8298247
1581264000,10099.5529628,10124.60283,10028.6562003,10084.4645891
1581278400,10073.03662,10162.2664,10021.8393966,10121.2556
1581292800,10120.70096,10180.4514222,10070.56173,10101.8636574
1581307200,10097.0805051,10102.970529,9720.7875,9976.82238
1581321600,9976.82238,9979.19202,9755.408103,9802.6397
1581336000,9802.72923,9936.2204604,9754.516954,9890.0465422
1581350400,9882.2441952,9901.1268216,9793.817285,9833.9449728
1581364800,9833.7647616,9881.9158426,9793.50437,9853.2495231
1581379200,9853.2495231,9853.5204624,9710.79,9730.2235152
1581393600,9730.3126786,9782.6481522,9720.801356,9742.5388016
1581408000,9742.4495368,9819.5213088,9737.897032,9802.0112625
1581422400,9797.33228,10187.3602034,9678.6986,10157.2122023
1581436800,10186.9869238,10344.9743496,10179.89289,10296.8251695
1581451200,10264.7160582,10292.3928884,10198.62672,10225.2768775
1581465600,10262.3683808,10336.9812,10220.5945025,10253.9310577
1581480000,10264.3526531,10460.1422965,10253.530908,10395.654425
1581494400,10391.5365996,10396.797485,10138.781655,10365.0937791
1581508800,10364.9987902,10422.488,10201.154028,10361.2884186
1581523200,10325.9007918,10400.4894936,10236.98127,10340.9878272
1581537600,10340.9769608,10436.6382575,10294.27045,10307.04066
1581552000,10330.1276481,10443.3556132,10303.5338,10390.9418308
1581566400,10432.2907676,10500.6254864,10324.6,10362.438
1581580800,10361.295,10379.4250416,10029.54669,10150.537999
1581595200,10090.6625664,10511.225175,10087.316856,10270.7818668
1581609600,10270.213824,10310.3684862,10136.21418,10269.038832
1581624000,10256.760492,10271.12232,10109.3411364,10222.9557553
1581638400,10223.8988063,10269.384,10150.521,10229.2400106
1581652800,10229.9956122,10249.057968,10014.4901474,10060.448
1581667200,10111.541633,10289.57587,10108.6544916,10258.7822468
1581681600,10249.96158,10349.277252,10201.56615,10265.1839075
1581696000,10253.76952,10359.8880916,10184.65696,10351.054
1581710400,10351.7225,10389.7891188,10286.125,10343.4081
1581724800,10345.19808,10382.769896,10216.6449325,10276.78194
1581739200,10273.7607616,10274.329924,10198.7795575,10247.86584
1581753600,10244.4103776,10282.84309,10208.058725,10237.0575
1581768000,10219.8686912,10281.207609,9826.1186625,9946.00125
1581782400,9937.0652864,10072.83,9804.7668325,9858.8739
1581796800,9870.9023728,9942.858,9771.81875,9898.05684
1581811200,9855.664,10049.445871,9762.074,10005.32799
1581825600,9973.8344944,10050.994704,9907.357395,9954.57861
1581840000,9974.3976752,10035.224768,9915.7053975,9921.40632
1581854400,9921.8269136,9963.837647,9783.2959,9866.32494
1581868800,9866.6893472,9918.16332,9619.02107,9757.81917
1581883200,9741.2841456,10028.85,9670.451695,9931.0698375
1581897600,9897.3371677,9959.8865502,9752.584212,9825.1504992
1581912000,9825.2411505,9863.126,9725.308029,9779.9808678
1581926400,9771.3642732,9832.7709996,9579.909243,9627.74175
1581940800,9617.2536272,9692.1118633,9454.88104,9657.423215
1581955200,9657.334038,9731.1662052,9535.663728,9636.0886335
1581969600,9664.061264,9714.500367,9550.6023886,9669.30569
1581984000,9669.0953744,9769.108224,9629.5634757,9745.56695
1581998400,9740.8807812,9827.725453,9738.81252,9817.2033344
1582012800,9811.9100079,9817.4752088,9633.8034,9693.426346
1582027200,9693.426346,9895.8599155,9549.881208,9826.4963232
1582041600,9882.3541572,10056.1536752,9871.14069,9987.30255
1582056000,10047.8688076,10256.105,10001.655636,10180.2991667
1582070400,10180.393482,10189.2472128,10098.232928,10181.433416
1582084800,10169.504692,10182.0934215,10060.22753,10067.018045
1582099200,10067.8568855,10196.3122128,10039.35,10165.974489
1582113600,10166.4455285,10177.9388923,10155.61162,10166.1629048
1582128000,10165.5034495,10276.84,9926.8,10176.3980466
1582142400,10175.9267556,10179.8856,9379.489134,9612.5016576
1582156800,9640.9144,9645.3744,9478.974368,9599.7124071
1582171200,9598.8233061,9624.234,9516.299865,9614.78592
1582185600,9609.2720256,9659.156079,9532.818246,9599.5434852
1582200000,9565.6104,9660.3965752,9497.84,9597.1867575
1582214400,9597.8975615,9711.0124772,9426.608282,9571.2743444
1582228800,9566.9093865,9678.137582,9519.582429,9621.19865
1582243200,9620.4851428,9755.064,9548.114202,9696.7786271
1582257600,9713.9783653,9755.0182208,9669.771936,9720.052713
1582272000,9713.9205282,9737.000087,9591.74612,9728.339232
1582286400,9726.815586,9774.707958,9684.4826052,9741.03036
1582300800,9741.2098768,9775.694291,9683.576012,9712.3056618
1582315200,9688.7515318,9746.4248,9603.135,9683.5023936
1582329600,9680.3812728,9716.6704338,9644.7966456,9664.4988
1582344000,9663.4296,9665.8353,9581.67605,9618.5951424
1582358400,9598.356,9677.0415939,9596.3582844,9606.1755564
1582372800,9633.2354496,9688.5407919,9619.2274368,9635.809014
1582387200,9634.742988,9698.2174755,9617.4382428,9678.165768
1582401600,9687.4309128,9709.2285,9671.3200912,9695.6182692
1582416000,9668.7114072,9814.4461617,9666.9284332,9792.0897084
1582430400,9777.3084,9932.594997,9759.2725308,9914.0077404
1582444800,9918.897708,10001.2972809,9830.3523288,9833.2533144
1582459200,9848.34708,9937.0428,9829.614964,9876.9659184
1582473600,9885.2655024,9948.325032,9883.4425944,9912.7495116
1582488000,9907.4556,10011.403316,9866.5996552,9980.004092
1582502400,9996.9935486,10012.1364828,9632.47,9806.26206
1582516800,9800.6025201,9807.25888,9699.12894,9772.672735
1582531200,9766.8785781,9833.8130898,9710.074,9831.9368961
1582545600,9820.9538856,9857.8174716,9682.683681,9685.371528
1582560000,9704.9064,9785.9286752,9502.8205657,9569.077616
1582574400,9568.4598576,9657.649584,9510.103212,9645.3513473
1582588800,9644.9957157,9649.174387,9564.373065,9588.9111916
1582603200,9588.8229138,9594.01722,9507.3955,9513.8725404
1582617600,9513.8725404,9618.28125,9507.862,9616.95
1582632000,9593.4577578,9667.514054,9361.44,9377.8664068
1582646400,9378.0281736,9446.8740144,9231.331184,9333.454284
1582660800,9333.025416,9429.16635,9259.176069,9324.732414
1582675200,9329.34275,9359.572257,9077.165328,9148.6260261
1582689600,9149.2996045,9233.1812675,9105.784062,9129.3848064
1582704000,9128.737443,9204.1463241,9046.856731,9135.10906
1582718400,9135.10906,9286.8489264,8931.967645,8986.623867
1582732800,8978.8759812,9007.2330906,8543.4582,8819.1824484
1582747200,8821.0026816,8853.8867748,8738.14285,8786.3499958
1582761600,8820.3898944,8829.2213033,8543.3799,8742.916944
1582776000,8743.077288,8833.906652,8591.100765,8790.8661417
1582790400,8791.9126638,8862.939,8722.249248,8827.8620052
1582804800,8821.7545836,8931.3338473,8726.92192,8853.0783195
1582819200,8853.320121,9199.2480063,8843.243904,8919.5804833
1582833600,8915.5075456,8920.7982178,8691.627056,8797.04
1582848000,8797.2,8900.523,8794.88,8863.6191053
1582862400,8845.7034028,8871.4779208,8732.12648,8736.496516
1582876800,8736.496516,8800.1833092,8503.977412,8560.8702304
1582891200,8560.1693878,8712.9646188,8403.2955,8708.2078548
1582905600,8717.78112,8738.3842668,8501.046444,8576.3814492
1582920000,8576.7702632,8832.8033742,8523.2547399,8709.52233
1582934400,8730.720481,8740.40325,8697.455644,8740.40325
1582948800,8749.660572,8818.8628446,8735.7275,8786.2614162
1582963200,8747.8635785,8837.9869572,8634.75682,8704.5924117
1582977600,8689.73139,8708.41944,8596.8377,8671.4505672
1582992000,8661.398425,8745.9287289,8553.848,8661.5907306
1583006400,8740.399992,8743.8883824,8553.848,8558.4264
1583208000,8856.677568,8887.1014593,8731.7190324,8748.5590852
1583222400,8752.4176905,8944.3701602,8746.277516,8870.2309312
1583236800,8870.2309312,8961.9555186,8701.239754,8763.84522
1583251200,8763.76683,8817.0555447,8661.201414,8725.8649296
1583265600,8726.5676964,8830.0337496,8664.4169355,8778.380748
1583280000,8777.6738592,8909.9776703,8770.919144,8852.622948
1583294400,8853.495534,8923.268331,8842.323692,8884.221528
1583308800,8884.062304,8910.5478,8688.91842,8811.8859312
1583323200,8811.8859312,8869.2960336,8749.5362735,8811.2765394
1583337600,8776.8793236,8844.4314057,8702.91429,8813.2190584
1583352000,8813.2190584,8866.929636,8709.0842736,8819.357988
1583366400,8828.3823604,9052.829489,8806.40426,8950.2812097
1583380800,8964.416314,9026.4781714,8945.218788,8974.4952654
1583395200,8979.2448291,9195.7472475,8972.084282,9161.4527313
1583409600,9160.7154306,9220.15305,9099.195732,9161.9073
1583424000,9162.5625,9241.98,9098.4888,9240.2475
1583438400,9225.68711,9240.4125,9077.13708,9129.705755
1583452800,9149.2358726,9181.5816488,9029.685,9157.411513
1583467200,9157.411513,9204.2189498,9038.379,9171.9776136
1583481600,9165.0371643,9264.9043696,9143.639534,9208.522404
1583496000,9242.42213,9242.5036875,9089.06173,9105.43218
1583510400,9114.194516,9185.28735,9090.9189882,9183.66435
1583524800,9184.557,9240.0606175,9099.8733558,9207.398466
1583539200,9194.3258676,9252.783884,9162.234171,9173.2326336
1583553600,9166.0052792,9194.913907,9108.19866,9189.8642178
1583568000,9157.1332256,9195.1058285,9137.9576742,9169.0690959
1583582400,9193.5695984,9224.2327385,9137.529,9180.769878
1583596800,9213.9211412,9269.266554,8915.1260565,8963.1714375
1583611200,8937.9280336,8988.6999,8930.9305974,8977.670478
1583625600,8936.2348936,8937.739097,8783.3200209,8832.5785233
1583640000,8820.2886664,8853.090426,8777.442672,8787.5017398
1583654400,8815.5817372,8817.0995,8725.77615,8812.2573
1583668800,8815.6156,8817.0995,8372.6952609,8467.3945188
1583683200,8452.4257824,8471.505326,8235.057,8336.8580211
1583697600,8366.2675316,8381.8342916,8042.9527,8098.0188768
1583712000,8098.6589352,8270.1218985,8032.812354,8087.0527792
1583726400,8087.0527792,8092.8620364,7583.38248,7926.4445042
1583740800,7926.236612,8058.872054,7802.83984,7810.70216
1583755200,7819.2474752,7934.107423,7677.26,7787.3247112
1583769600,7734.7112661,7889.23729,7697.897442,7868.989852
1583784000,7869.264708,7961.586776,7810.4561766,7932.4399053
1583798400,7967.433641,8010.9759041,7888.8,7945.9258527
1583812800,7940.3980112,7995.7639048,7879.36253,7941.5722446
1583827200,7946.488215,8194.897366,7893.055136,8148.123912
1583841600,8111.8092326,8198.8791311,7809.59712,7813.110612
1583856000,7812.5826029,8012.2360656,7791.0592,7993.1947653
1583870400,8028.4724478,8128.6768464,7931.8292062,7941.4231296
1583884800,7943.8352591,8026.7550289,7922.4061384,7985.56032
1583899200,7986.406248,8016.014961,7852.587787,7898.0315232
1583913600,7902.0550257,8002.9643648,7801.837947,7864.1267418
1583928000,7865.1681273,7944.3,7758.829,7802.10528
1583942400,7802.2436152,7913.8621408,7611.6220595,7896.5062176
1583956800,7890.9665438,8019.3947786,7803.937505,8017.543563
1583971200,8010.6510516,8017.1955268,7620.0650295,7715.6576712
1583985600,7715.8622799,7716.2714973,7316.1856671,7433.1987042
1584000000,7427.775936,7479.537884,5704.6480296,6037.2668202
1584014400,6036.407201,6345.2717276,5791.6259618,6166.743693
1584028800,6189.9388624,6312.832092,5970.8450571,6068.07916
1584043200,6064.1561892,6100.5056,4472.44,4865.1615371
1584057600,4884.40942,5587.820882,3758.667822,5174.7995
1584072000,5175.03025,5533.9541974,4766.7409468,5455.838088
1584086400,5503.5140032,5795.8556212,5217.202881,5532.7312
1584100800,5532.88,6132.4762824,5031.9482229,5341.742198
1584115200,5341.8869672,5623.8162624,4936.1017952,5508.3320233
1584129600,5521.1933448,5830.025055,5386.964733,5744.3739904
1584144000,5745.46048,5760.374495,5452.190074,5661.9127521
1584158400,5696.73174,5696.73174,5507.4047957,5620.7431989
1584172800,5588.10263,5596.40917,5274.7102175,5556.224247
1584187200,5553.666025,5553.666025,5384.9065,5436.2130009
1584201600,5399.85067,5648.502725,5368.7961921,5494.2811679
1584216000,5511.27824,5517.11947,5107.334,5248.8737692
1584230400,5242.770445,5343.59274,5159.3288807,5222.8263658
1584244800,5223.825315,5367.73501,5161.8936506,5300.4245339
1584259200,5292.02112,5569.8238,5248.7072257,5462.4935652
1584273600,5496.808425,5641.34,5302.7228342,5347.5896531
1584288000,5369.989325,5450.211845,5259.1550546,5376.8346917
1584302400,5377.851665,5996.7,5229.5103116,5409.685108
1584316800,5383.4034544,5435.5047138,5240.059475,5306.7867708
1584331200,5306.5005312,5382.9875554,4750.69581,4807.777716
1584345600,4810.3747604,4953.97701,4465.891989,4602.251604
1584360000,4600.4369385,5207.3650062,4543.4037528,5196.9940698
1584374400,5198.79828,5219.88645,4867.146752,4968.3700188
1584388800,4978.4399994,5133.2110442,4871.485319,5085.0198
1584403200,5107.0668165,5462.4946068,4993.607864,5369.1585966
1584417600,5369.1585966,5485.6279944,5272.875804,5422.229184
1584432000,5421.45024,5509.3005,5228.67303,5319.0662868
1584446400,5319.6516969,5422.3800235,5138.874,5417.5729149
1584460800,5417.4852956,5530.1210796,5355.8159328,5437.3703585
1584475200,5445.775524,5600.527,5394.667694,5434.4294037
1584489600,5438.1038912,5477.766588,5344.740263,5465.11455
1584504000,5465.9076732,5469.878368,5169.1848705,5203.0873125
1584518400,5202.915382,5308.514351,5072.1328934,5196.3464556
1584532800,5195.1541455,5463.64852,5035.032357,5388.6812875
1584547200,5389.2943282,5411.482344,5186.620449,5383.630839
1584561600,5383.070736,5457.918146,5328.357663,5444.6350295
1584576000,5446.834478,5500.6149261,5303.418562,5341.535228
1584590400,5342.7282619,5519.5360584,5330.906646,5465.230118
1584604800,5472.281715,5727.52009,5441.928212,5673.3035931
1584619200,5682.3155798,5998.369404,5667.9719138,5962.361
1584633600,5964.064036,6412.6693122,5860.6207068,6274.8363405
1584648000,6274.8950964,6515.0292108,6195.7579757,6229.1113388
1584662400,6229.052872,6320.6138034,6094.9391,6185.884439
1584676800,6182.9006036,6381.06628,6101.9135588,6379.00163
1584691200,6375.211948,6979.1042629,6364.0693585,6752.46585
1584705600,6731.1072829,6789.06936,6405,6677.7077969
1584720000,6676.020197,6724.8752,6175.7960656,6271.1376
1584734400,6239.142,6401.7857655,5680.2221448,6267.4936344
1584748800,6266.1035574,6415.74,6104.2451301,6314.692095
1584763200,6320.3379462,6355.2823434,6104.2451301,6214.2002208
